50音順,「ことばリスト」順,見出し,読み,アクセント,"ローマ字
（「入門」のみ）",英訳,品詞,部,課,活動
1925,923,ショッピングモール,ショッピングモール,ショッピングモ↓ール,shoppingu-mooru,shopping mall,N,入門,15,1
1990,919,スーパー,スーパー,ス↓ーパー,suupaa,supermarket,N,入門,15,1
2167,927,洗濯ばさみ,せんたくばさみ,せんたくば↓さみ,sentaku-basami,clothes peg,N,入門,15,1
2620,925,デパート,デパート,デパ↓ート,depaato,department store,N,入門,15,1
2657,926,電池,でんち,でんち○／で↓んち,denchi,battery,N,入門,15,1
2736,935,～とか,～とか,～と↓か,～toka,for example (used when giving an example),,入門,15,1
2753,936,どこで買えますか？,どこでかえますか？,ど↓こでかえま↓すか？,doko de kaemasu ka?,where can I buy this?,Exp,入門,15,1
2815,921,ドラッグストア,ドラッグストア,ドラッグスト↓ア,doraggu-sutoa,drugstore,N,入門,15,1
3391,920,100円ショップ,ひゃくえんショップ,ひゃくえんショ↓ップ,hyaku-en-shoppu,100-yen shop,N,入門,15,1
3589,930,弁当箱／お弁当箱,べんとうばこ／おべんとうばこ,べんと↓うばこ／おべんと↓うばこ,bentoobako / obentoobako,lunchbox,N,入門,15,1
3612,924,ホームセンター,ホームセンター,ホームセ↓ンター,hoomu-sentaa,home improvement store,N,入門,15,1
3623,932,ほしい,ほしい,ほし↓い,hoshii,want,イA,入門,15,1
3777,934,店／お店,みせ／おみせ,みせ↓／おみせ○,mise / omise,store,N,入門,15,1
4007,928,浴衣,ゆかた,ゆかた○,yukata,yukata (Japanese summer robe),N,入門,15,1
300,954,インテリア,インテリア,インテ↓リア,interia,interior furnishings,N,入門,15,2
515,950,屋上駐車場,おくじょうちゅうしゃじょう,おくじょうちゅうしゃじょう○,okujoo-chuushajoo,rooftop car park,N,入門,15,2
690,955,おもちゃ,おもちゃ,おも↓ちゃ,omocha,toys,N,入門,15,2
727,941,～階,～かい,～かい,～kai,～ floor,,入門,15,2
801,953,家具,かぐ,か↓ぐ,kagu,furniture,N,入門,15,2
882,952,家電,かでん,かでん○,kaden,household appliances,N,入門,15,2
1192,942,暮らし,くらし,くらし○,kurashi,home,N,入門,15,2
1228,939,蛍光灯,けいこうとう,けいこうとう○,keekootoo,fluorescent light,N,入門,15,2
1245,963,化粧品,けしょうひん,けしょうひん○,keshoohin,cosmetics,N,入門,15,2
1554,965,酒,さけ,さけ○,sake,liquor,N,入門,15,2
1565,957,雑貨,ざっか,ざっか○,zakka,sundry goods,N,入門,15,2
1892,937,しょうゆ,しょうゆ,しょうゆ○,shooyu,soy sauce,N,入門,15,2
1914,949,食品,しょくひん,しょくひん○,shokuhin,food,N,入門,15,2
1917,964,食料品,しょくりょうひん,しょくりょうひん○,shokuryoohin,food products,N,入門,15,2
1956,946,紳士,しんし,し↓んし,shinshi,men,N,入門,15,2
1957,959,靴,くつ,くつ↓,kutsu,shoes,N,入門,15,2
1995,938,スカート,スカート,スカ↓ート,sukaato,skirt,N,入門,15,2
2065,961,スポーツ用品,スポーツようひん,スポーツよ↓うひん,supootsu-yoohin,sporting goods,N,入門,15,2
2093,951,生活用品,せいかつようひん,せいかつよ↓うひん,seekatsu-yoohin,daily necessities,N,入門,15,2
2418,940,ダンベル,ダンベル,ダンベル○,danberu,dumbbell,N,入門,15,2
3211,958,肌着,はだぎ,はだぎ○,hadagi,underclothes,N,入門,15,2
3230,960,バッグ,バッグ,バ↓ッグ,baggu,bags,N,入門,15,2
3465,944,服,ふく,ふく↓,fuku,clothing,N,入門,15,2
3470,962,服飾雑貨,ふくしょくざっか,ふくしょくざ↓っか,fukushoku-zakka,fashion accessories,N,入門,15,2
3480,948,婦人,ふじん,ふじん○,fujin,women,N,入門,15,2
3535,943,フロア,フロア,フロ↓ア,furoa,floor,N,入門,15,2
3548,956,文房具,ぶんぼうぐ,ぶんぼ↓うぐ,bunboogu,stationery,N,入門,15,2
3850,966,銘店,めいてん,めいてん○,meeten,well-known store,N,入門,15,2
3866,945,メンズ,メンズ,メンズ○,menzu,men's,N,入門,15,2
4167,947,レディース,レディース,レディース○,rediisu,women's,N,入門,15,2
231,976,1階,いっかい,いっかい○,ikkai,first floor,N,入門,15,3
438,970,延長コード,えんちょうコード,えんちょうコ↓ード,enchoo-koodo,extension cord,N,入門,15,3
920,968,カメラ,カメラ,カ↓メラ,kamera,camera,N,入門,15,3
1076,984,9階,きゅうかい,きゅうかい○,kyuu-kai,ninth floor,N,入門,15,3
1285,974,ご案内します／ご案内いたします,ごあんないします／ごあんないいたします,ごあんないしま↓す／ごあんないいたしま↓す,goannai shimasu / goannai itashimasu,I'll show you. (polite expression),Exp,入門,15,3
1353,980,5階,ごかい,ごかい○,go-kai,fifth floor,N,入門,15,3
1403,972,こちら,こちら,こちら○,kochira,"here, this way",N,入門,15,3
1587,978,3階,さんかい／さんがい,さんかい○／さんがい○,san-kai / san-gai,third floor,N,入門,15,3
1815,985,10階,じゅっかい,じゅっかい○,jukkai,tenth floor,N,入門,15,3
2071,969,スマホケース,スマホケース,スマホケ↓ース,sumaho-keesu,smartphone case,N,入門,15,3
2604,973,～でございます,～でございます,～でございま↓す,～de gozaimasu,is (polite expression for です),Exp,入門,15,3
2811,967,ドライヤー,ドライヤー,ドライヤー○,doraiyaa,hair-dryer,N,入門,15,3
2883,982,7階,ななかい,ななかい○,nana-kai,seventh floor,N,入門,15,3
2919,971,何階,なんかい／なんがい,なんかい○／なんがい○,nan-kai / nan-gai,what floor,N,入門,15,3
2944,977,2階,にかい,にかい○,ni-kai,second floor,N,入門,15,3
3000,975,～になります,～になります,～になりま↓す,～ni narimasu,is (polite expression for です),Exp,入門,15,3
3217,983,8階,はちかい／はっかい,はちかい○／はっかい○,hachi-kai / hakkai,eighth floor,N,入門,15,3
4080,979,4階,よんかい,よんかい○,yon-kai,fourth floor,N,入門,15,3
4196,981,6階,ろっかい,ろっかい○,rokkai,sixth floor,N,入門,15,3
559,993,おしゃれ（な）,おしゃれ（な）,おしゃ↓れ（な）,oshare (na),stylish,ナA,入門,15,4
681,990,おもしろい,おもしろい,おもしろ↓い,omoshiroi,interesting,イA,入門,15,4
822,1006,傘,かさ,か↓さ,kasa,umbrella,N,入門,15,4
867,986,かっこいい,かっこいい,かっこい↓い,kakkoii,cool,イA,入門,15,4
898,996,かばん,かばん,かばん○,kaban,bag,N,入門,15,4
957,987,かわいい,かわいい,かわい↓い,kawaii,cute,イA,入門,15,4
1131,991,きれい（な）,きれい（な）,き↓れい（な）,kiree (na),pretty / beautiful,ナA,入門,15,4
1181,1003,くつ,くつ,くつ↓,kutsu,shoes,N,入門,15,4
1183,997,くつ下,くつした,くつ↓した,kutsushita,socks,N,入門,15,4
1344,1008,コート,コート,コ↓ート,kooto,coat,N,入門,15,4
1727,1007,ジャケット,ジャケット,ジャケット○／ジャケ↓ット,jaketto,jacket,N,入門,15,4
1734,998,シャツ,シャツ,シャ↓ツ,shatsu,shirt,N,入門,15,4
2040,992,すてき（な）,すてき（な）,すてき（な）○,suteki (na),nice / wonderful,ナA,入門,15,4
2066,999,ズボン,ズボン,ズボ↓ン／ズ↓ボン,zubon,trousers,N,入門,15,4
2255,1009,それに,それに,それに○,soreni,besides / in addition,,入門,15,4
2313,988,高い,たかい,たか↓い,takai,expensive,イA,入門,15,4
2572,1001,Tシャツ,ティーシャツ,ティーシャツ○,tii-shatsu,T-shirt,N,入門,15,4
3056,1004,ネクタイ,ネクタイ,ネ↓クタイ,nekutai,necktie,N,入門,15,4
3231,995,バッグ,バッグ,バ↓ッグ,baggu,bag,N,入門,15,4
3301,1000,パンツ,パンツ,パンツ○／パ↓ンツ,pantsu,pants,N,入門,15,4
3590,994,変（な）,へん（な）,へ↓ん（な）,hen (na),strange,ナA,入門,15,4
3604,1005,帽子,ぼうし,ぼうし○,booshi,hat　/ cap,N,入門,15,4
3659,1010,本当！,ほんとう !,ほんとう !○,hontoo !,It really is!,Exp,入門,15,4
3961,989,安い,やすい,やす↓い,yasui,cheap,イA,入門,15,4
4244,1002,ワンピース,ワンピース,ワンピ↓ース,wanpiisu,dress,N,入門,15,4
277,1011,入口,いりぐち,いりぐち○,iriguchi,entrance,N,入門,15,5
505,1015,お客様,おきゃくさま,おきゃくさ↓ま,okyakusama,customer (polite expression),N,入門,15,5
570,1016,押す／押,おす,おす○,osu,to push,V［1］,入門,15,5
1174,1021,下り,くだり,くだり○,kudari,down,N,入門,15,5
1244,1013,化粧室,けしょうしつ,けしょ↓うしつ,keshooshitsu,restroom,N,入門,15,5
2603,1012,出口,でぐち,で↓ぐち,deguchi,exit,N,入門,15,5
2760,1019,閉じる／閉,とじる,とじ↓る,tojiru,to close,V［2］,入門,15,5
3100,1020,上り,のぼり,のぼり○,nobori,up,N,入門,15,5
3337,1017,引く／引,ひく,ひく○,hiku,to pull,V［1］,入門,15,5
3351,1014,非常口,ひじょうぐち,ひじょ↓うぐち,hijooguchi,emergency exit,N,入門,15,5
3411,1018,開く／開,ひらく,ひら↓く,hiraku,to open,V［1］,入門,15,5
183,1064,いくら,いくら,い↓くら,ikura,how much (asking price),N,入門,16,1
206,1022,1円,いちえん,いちえん○,ichi-en,1 yen,N,入門,16,1
225,1044,"10,000",いちまん,いちま↓ん,ichiman,ten thousand,N,入門,16,1
226,1063,"10,000円",いちまんえん,いちまんえん○,ichiman-en,"10,000 yen",N,入門,16,1
1087,1043,"9,000",きゅうせん,きゅうせ↓ん,kyuusen,nine thousand,N,入門,16,1
1088,1062,"9,000円",きゅうせんえん,きゅうせんえん○,kyuusen-en,"9,000 yen",N,入門,16,1
1101,1034,900,きゅうひゃく,きゅ↓うひゃく,kyuuhyaku,nine hundred,N,入門,16,1
1102,1053,900円,きゅうひゃくえん,きゅうひゃく↓えん,kyuuhyaku-en,900 yen,N,入門,16,1
1339,1023,5円,ごえん,ご↓えん,go-en,5 yen,N,入門,16,1
1382,1025,50円,ごじゅうえん,ごじゅ↓うえん,gojuu-en,50 yen,N,入門,16,1
1390,1039,"5,000",ごせん,ごせ↓ん,gosen,five thousand,N,入門,16,1
1392,1058,"5,000円",ごせんえん,ごせんえん○,gosen-en,"5,000 yen",N,入門,16,1
1440,1030,500,ごひゃく,ごひゃく↓,gohyaku,five hundred,N,入門,16,1
1441,1049,500円,ごひゃくえん,ごひゃく↓えん,gohyaku-en,500 yen,N,入門,16,1
1603,1037,"3,000",さんぜん,さんぜ↓ん,sanzen,three thousand,N,入門,16,1
1604,1056,"3,000円",さんぜんえん,さんぜんえん○,sanzen-en,"3,000 yen",N,入門,16,1
1610,1028,300,さんびゃく,さ↓んびゃく,sanbyaku,three hundred,N,入門,16,1
1611,1047,300円,さんびゃくえん,さんびゃく↓えん,sanbyaku-en,300 yen,N,入門,16,1
1750,1024,10円,じゅうえん,じゅうえん○,juu-en,10 yen,N,入門,16,1
2146,1035,"1,000",せん,せ↓ん,sen,one thousand,N,入門,16,1
2151,1054,"1,000円",せんえん,せ↓んえん／せんえん○,sen-en,"1,000 yen",N,入門,16,1
2887,1041,"7,000",ななせん,ななせ↓ん,nanasen,seven thousand,N,入門,16,1
2888,1060,"7,000円",ななせんえん,ななせんえん○,nanasen-en,"7,000 yen",N,入門,16,1
2892,1032,700,ななひゃく,なな↓ひゃく,nanahyaku,seven hundred,N,入門,16,1
2893,1051,700円,ななひゃくえん,ななひゃく↓えん,nanahyaku-en,700 yen,N,入門,16,1
2985,1036,"2,000",にせん,にせ↓ん,nisen,two thousand,N,入門,16,1
2986,1055,"2,000円",にせんえん,にせんえん○,nisen-en,"2,000 yen",N,入門,16,1
3004,1027,200,にひゃく,にひゃく↓,nihyaku,two hundred,N,入門,16,1
3005,1046,200円,にひゃくえん,にひゃく↓えん,nihyaku-en,200 yen,N,入門,16,1
3236,1042,"8,000",はっせん,はっせ↓ん,hassen,eight thousand,N,入門,16,1
3237,1061,"8,000円",はっせんえん,はっせんえん○,hassen-en,"8,000 yen",N,入門,16,1
3241,1033,800,はっぴゃく,はっぴゃく↓,happyaku,eight hundred,N,入門,16,1
3242,1052,800円,はっぴゃくえん,はっぴゃく↓えん,happyaku-en,800 yen,N,入門,16,1
3389,1026,100,ひゃく,ひゃく↓,hyaku,one hundred,N,入門,16,1
3390,1045,100円,ひゃくえん,ひゃくえん○,hyaku-en,100 yen,N,入門,16,1
4086,1038,"4,000",よんせん,よんせ↓ん,yonsen,four thousand,N,入門,16,1
4087,1057,"4,000円",よんせんえん,よんせんえん○,yonsen-en,"4,000 yen",N,入門,16,1
4088,1029,400,よんひゃく,よ↓んひゃく,yonhyaku,four hundred,N,入門,16,1
4089,1048,400円,よんひゃくえん,よんひゃく↓えん,yonhyaku-en,400 yen,N,入門,16,1
4192,1040,"6,000",ろくせん,ろくせ↓ん,rokusen,six thousand,N,入門,16,1
4193,1059,"6,000円",ろくせんえん,ろくせんえん○,rokusen-en,"6,000 yen",N,入門,16,1
4200,1031,600,ろっぴゃく,ろっぴゃく↓,roppyaku,six hundred,N,入門,16,1
4201,1050,600円,ろっぴゃくえん,ろっぴゃく↓えん,roppyaku-en,600 yen,N,入門,16,1
105,1073,あの,あの,あの○,ano,that ～ (away from both speaker and listener) ,N,入門,16,2
140,1074,あれ,あれ,あれ○,are,that (away from both speaker and listener),N,入門,16,2
160,1075,いいです,いいです,い↓いです,ii desu,"No, thank you. (used to refuse something, the same as けっこうです)",Exp,入門,16,2
493,1066,お菓子,おかし,おか↓し,okashi,sweets,N,入門,16,2
952,1065,カレンダー,カレンダー,カレ↓ンダー,karendaa,calendar,N,入門,16,2
1427,1071,この,この,この○,kono,this ～ (close to the speaker) ,N,入門,16,2
1474,1072,これ,これ,これ○,kore,this (close to the speaker) ,N,入門,16,2
2230,1069,その,その,その○,sono,that ～ (close to the listener) ,N,入門,16,2
2245,1070,それ,それ,それ○,sore,that (close to the listener) ,N,入門,16,2
2573,1068,Tシャツ,ティーシャツ,ティーシャツ○,tii-shatsu,T-shirt,N,入門,16,2
3745,1067,招き猫,まねきねこ,まねきね↓こ,manekineko,maneki-neko (lucky cat figurine),N,入門,16,2
233,1089,1個,いっこ,い↓っこ,ikko,1 item,N,入門,16,3
363,1084,梅,うめ,うめ○,ume,ume (pickled plum),N,入門,16,3
833,1088,かしこまりました,かしこまりました,かしこまりま↓した,kashikomarimashita,Certainly. (polite expression),Exp,入門,16,3
1084,1097,9個,きゅうこ,きゅ↓うこ,kyuu-ko,9 items,N,入門,16,3
1200,1086,～g,～グラム,～グ↓ラム,～guramu,～ g,,入門,16,3
1281,1085,～個,～こ,～こ,～ko,～ items,,入門,16,3
1369,1093,5個,ごこ,ご↓こ,go-ko,5 items,N,入門,16,3
1481,1077,コロッケ,コロッケ,コ↓ロッケ／コロ↓ッケ,korokke,korokke (deep-fried side dish similar to croquettes),N,入門,16,3
1505,1082,昆布,こんぶ,こ↓んぶ,konbu,kombu (kelp),N,入門,16,3
1596,1091,3個,さんこ,さ↓んこ,san-ko,3 items,N,入門,16,3
1797,1078,シュウマイ,シュウマイ,シュウマイ○,shuumai,shumai (Chinese meat dumpling),N,入門,16,3
1817,1098,10個,じゅっこ,じゅ↓っこ,jukko,10 items,N,入門,16,3
2033,1087,～ずつ,～ずつ,～ず↓つ,～zutsu,～ each,,入門,16,3
2308,1076,たい焼き,たいやき,たいやき○,taiyaki,taiyaki (confectionery shaped like a grilled sea bream),N,入門,16,3
2394,1083,たらこ,たらこ,たらこ○,tarako,tarako (cod roe),N,入門,16,3
2427,1081,チーズケーキ,チーズケーキ,チーズケ↓ーキ,chiizu-keeki,cheesecake,N,入門,16,3
2490,1080,チョコレートケーキ,チョコレートケーキ,チョコレートケ↓ーキ,chokoreeto-keeki,chocolate cake,N,入門,16,3
2885,1095,7個,ななこ,なな↓こ,nana-ko,7 items,N,入門,16,3
2923,1099,何個,なんこ,な↓んこ,nan-ko,how many (items),N,入門,16,3
2958,1090,2個,にこ,に↓こ,ni-ko,2 items,N,入門,16,3
3220,1096,8個,はちこ／はっこ,はち↓こ／は↓っこ,hachi-ko / hakko,8 items,N,入門,16,3
3336,1079,ひき肉,ひきにく,ひきにく○,hikiniku,minced meat,N,入門,16,3
4082,1092,4個,よんこ,よ↓んこ,yon-ko,4 items,N,入門,16,3
4199,1094,6個,ろっこ,ろ↓っこ,rokko,6 items,N,入門,16,3
78,1100,温める／温めます,あたためる／あたためます,あたため↓る／あたためま↓す,atattameru / atatamemasu,to warm up,V［2］,入門,16,4
127,1108,ありがとうございました,ありがとうございました,あり↓がとうございま↓した,arigatoo gozaimashita,Thank you very much. (used to say thank you at the end),Exp,入門,16,4
