50音順,「ことばリスト」順,見出し,読み,アクセント,"ローマ字
（「入門」のみ）",英訳,品詞,部,課,活動
1897,2180,昭和／昭,しょうわ,しょうわ○／しょ↓うわ,,Showa / S (a Japanese era name),N,初級1,15,3
1919,2175,女性,じょせい,じょせい○,,female,N,初級1,15,3
2102,2172,性別,せいべつ,せいべつ○,,gender,N,初級1,15,3
2285,2179,大正／大,たいしょう,たいしょう○,,Taisho / T (a Japanese era name),N,初級1,15,3
3043,2176,妊娠する,にんしんする,にんしんする○,,to get pregnant,V［3］,初級1,15,3
3089,2188,～の方　（女性の方）,～のかた　（じょせいのかた）,～のかた↓　（じょせいのかた↓）,,person (polite expression)　(e.g. women),,初級1,15,3
3401,2185,病気,びょうき,びょうき○,,illness,N,初級1,15,3
3402,2173,病気にかかる,びょうきにかかる,びょうきにかか↓る,,to get sick,V［1］,初級1,15,3
3409,2186,病名,びょうめい,びょうめい○,,name of illness,N,初級1,15,3
3521,2171,フリガナ,フリガナ,フリガ↓ナ,,reading in katakana,N,初級1,15,3
3550,2181,平成／平,へいせい,へいせい○,,Heisei / H (a Japanese era name),N,初級1,15,3
3653,2187,～本　（1本）,～ほん／ぽん／ぼん　（いっぽん）,～ほん／ぽん／ぼん　（い↓っぽん）,,～ bottles　(e.g. 1 bottle),,初級1,15,3
4155,2182,令和／令,れいわ,れ↓いわ,,Reiwa / R (a Japanese era name),N,初級1,15,3
10,2199,間をあける,あいだをあける,あいだをあける○,,to take at a time interval,V［2］,初級1,15,4
153,2201,胃,い,い○,,stomach,N,初級1,15,4
189,2200,～以上　（38度5分以上）,～いじょう　（さんじゅうはちどごぶいじょう）,～い↓じょう　（さ↓んじゅう△はちどごぶい↓じょう）,,～ or more　(e.g. 38.5 degrees or more),,初級1,15,4
203,2194,痛み止め,いたみどめ,いたみどめ○,,painkiller,N,初級1,15,4
375,2203,運転する,うんてんする,うんてんする○,,to drive,V［3］,初級1,15,4
539,2193,抑える,おさえる,おさ↓える／おさえ↓る,,to suppress,V［2］,初級1,15,4
909,2197,がまんする,がまんする,が↓まんする,,to bear with / to tolerate,V［3］,初級1,15,4
910,2198,がまんできない,がまんできない,が↓まん　でき↓ない,,unbearable,,初級1,15,4
1166,2195,くしゃみ,くしゃみ,くしゃ↓み,,sneezing,N,初級1,15,4
1255,2206,解熱剤,げねつざい,げねつざい○／げねつ↓ざい,,fever reducer,N,初級1,15,4
1407,2209,こっち,こっち,こっち↓,,this,N,初級1,15,4
1555,2192,下げる　（熱を下げる）,さげる　（ねつをさげる）,さげ↓る　（ねつ↓を　さげ↓る）,,to reduce　(e.g. reduce a fever),V［2］,初級1,15,4
1904,2204,食後,しょくご,しょくご○,,after meals,N,初級1,15,4
2252,2208,それと,それと,それと○,,and,,初級1,15,4
2564,2196,つらい,つらい,つらい○／つら↓い,,feel awful / discomfort,イA,初級1,15,4
3065,2207,熱が高い,ねつがたかい,ねつ↓が　たか↓い,,high fever,イA,初級1,15,4
3074,2205,眠い,ねむい,ねむい○／ねむ↓い,,sleepy,イA,初級1,15,4
3748,2202,守る,まもる,まも↓る,,to protect,V［1］,初級1,15,4
1324,2215,効能,こうのう,こうのう○,,efficacy,N,初級1,15,5
1846,2218,～錠　（2錠）,～じょう　（にじょう）,～じょう　（に↓じょう）,,～ tablets　(e.g. 2 tablets),,初級1,15,5
2129,2214,説明書,せつめいしょ,せつめいしょ○／せつめいしょ↓,,instructions,N,初級1,15,5
2456,2216,注意事項,ちゅういじこう,ちゅういじ↓こう,,warning,N,初級1,15,5
2990,2219,～日分　（5日分）,～にちぶん　（いつかぶん）,～にちぶん○　（いつかぶん○）,,for ～ days　(e.g. for 5 days),,初級1,15,5
3079,2211,寝る前／寝前,ねるまえ,ねるま↓え,,before sleeping / before sleep,,初級1,15,5
3676,2220,毎食後,まいしょくご,まいしょくご○,,after each meal,,初級1,15,5
3990,2210,夕方／夕,ゆうがた,ゆうがた○,,early evening,N,初級1,15,5
3994,2217,夕食後,ゆうしょくご,ゆうしょくご○,,after dinner,N,初級1,15,5
4035,2212,用法,ようほう,ようほう○,,for use,N,初級1,15,5
4036,2213,用量,ようりょう,ようりょ↓う,,dosage,N,初級1,15,5
54,2233,足,あし,あし↓,,legs,N,初級1,16,1
75,2248,温かい,あたたかい,あたたか↓い,,warm,イA,初級1,16,1
79,2247,温める,あたためる,あたため↓る,,to warm up,V［2］,初級1,16,1
81,2223,頭,あたま,あたま↓,,head,N,初級1,16,1
154,2242,胃,い,い○,,stomach,N,初級1,16,1
199,2241,痛い,いたい,いた↓い,,hurts,イA,初級1,16,1
351,2236,腕,うで,うで↓,,arm,N,初級1,16,1
636,2232,お腹,おなか,おなか○,,stomach,N,初級1,16,1
658,2246,お風呂に入る,おふろにはいる,おふ↓ろに　は↓いる,,to take a bath,V［1］,初級1,16,1
779,2221,顔,かお,かお○,,face,N,初級1,16,1
855,2230,肩,かた,か↓た,,shoulders,N,初級1,16,1
857,2239,肩がこる,かたがこる,か↓たが　こ↓る,,to have stiff shoulders,V［1］,初級1,16,1
941,2222,体,からだ,からだ○,,body,N,初級1,16,1
1169,2251,薬,くすり,くすり○,,medicine,N,初級1,16,1
1176,2229,口,くち,くち○,,mouth,N,初級1,16,1
1186,2226,首,くび,くび○,,neck,N,初級1,16,1
1251,2257,けっこう,けっこう,け↓っこう,,quite,,初級1,16,1
1378,2235,腰,こし,こし○,,lower back,N,初級1,16,1
1516,2253,最近,さいきん,さいきん○,,recently,N,初級1,16,1
2134,2234,背中,せなか,せなか○,,back,N,初級1,16,1
2259,2258,それはいけませんね,それはいけませんね,それはいけませ↓んね,,That is not good.,Exp,初級1,16,1
2391,2255,試す,ためす,ため↓す,,to try,V［1］,初級1,16,1
2396,2240,だるい,だるい,だるい○／だる↓い,,feel tired and listless,イA,初級1,16,1
2477,2243,調子が悪い,ちょうしがわるい,ちょうしがわる↓い,,feel unwell,イA,初級1,16,1
2521,2260,疲れている,つかれている,つか↓れている,,tired,,初級1,16,1
2568,2237,手,て,て↓,,hand,N,初級1,16,1
2707,2259,どうしていますか？,どうしていますか？,ど↓うしていま↓すか？,,How do you deal with it?,Exp,初級1,16,1
3052,2254,ぬるい,ぬるい,ぬる↓い,,warm,イA,初級1,16,1
3072,2261,寝不足,ねぶそく,ねぶそく○／ねぶ↓そく,,lack of sleep,N,初級1,16,1
3075,2245,眠れない,ねむれない,ねむれない○,,can't sleep,,初級1,16,1
3106,2256,飲みすぎる,のみすぎる,のみすぎる○／のみすぎ↓る,,to drink too much,V［2］,初級1,16,1
3114,2249,飲む,のむ,の↓む,,to drink,V［1］,初級1,16,1
3115,2252,飲む　（薬を飲む）,のむ　（くすりをのむ）,の↓む　（くすりをの↓む）,,to take　(e.g. take medicine),V［1］,初級1,16,1
3129,2225,歯,は,は↓,,tooth,N,初級1,16,1
3249,2224,鼻,はな,はな○,,nose,N,初級1,16,1
3496,2244,二日酔い,ふつかよい,ふつかよい○,,hangover,N,初級1,16,1
3731,2250,マッサージする,マッサージする,マッサ↓ージする,,to massage,V［3］,初級1,16,1
3807,2228,耳,みみ,みみ↓,,ear,N,初級1,16,1
3836,2231,胸,むね,むね↓,,breast,N,初級1,16,1
3844,2227,目,め,め↓,,eye,N,初級1,16,1
4020,2238,指,ゆび,ゆび↓,,finger / toe,N,初級1,16,1
134,2268,歩く,あるく,ある↓く,,to walk,V［1］,初級1,16,2
318,2267,ウォーキングする,ウォーキングする,ウォーキングする○,,to go for a walk,V［3］,初級1,16,2
377,2263,運動,うんどう,うんどう○,,exercise,N,初級1,16,2
510,2276,起きる,おきる,おき↓る,,to wake up,V［2］,初級1,16,2
698,2270,泳ぐ,およぐ,およ↓ぐ,,to swim,V［1］,初級1,16,2
1136,2281,気をつける,きをつける,きをつけ↓る,,to be mindful,V［2］,初級1,16,2
1268,2262,健康,けんこう,けんこう○,,health,N,初級1,16,2
1715,2264,ジム,ジム,ジ↓ム,,gym,N,初級1,16,2
1903,2265,ジョギングする,ジョギングする,ジョギングする○,,to go jogging,V［3］,初級1,16,2
1909,2272,食生活,しょくせいかつ,しょくせ↓いかつ,,eating habits,N,初級1,16,2
1983,2274,睡眠,すいみん,すいみん○,,sleep,N,初級1,16,2
2276,2280,ダイエットする,ダイエットする,ダ↓イエットする,,to go on a diet,V［3］,初級1,16,2
2296,2277,だいたい,だいたい,だいたい○,,about / around,,初級1,16,2
2380,2273,食べすぎる,たべすぎる,たべすぎる○／たべすぎ↓る,,to eat too much,V［2］,初級1,16,2
2442,2278,チキンサラダ,チキンサラダ,チキンサ↓ラダ,,chicken salad,N,初級1,16,2
2793,2279,トマトジュース,トマトジュース,トマトジュ↓ース,,tomato juice,N,初級1,16,2
2916,2282,なるほど,なるほど,なるほど○,,I see.,Exp,初級1,16,2
3197,2266,走る,はしる,はし↓る,,to run,V［1］,初級1,16,2
3270,2275,早く,はやく,は↓やく,,early,,初級1,16,2
3449,2269,プール,プール,プ↓ール,,swimming pool,N,初級1,16,2
4039,2271,ヨガ,ヨガ,ヨ↓ガ,,yoga,N,初級1,16,2
125,2313,洗う,あらう,あらう○,,to wash,V［1］,初級1,16,3
309,2305,ウイルス,ウイルス,ウイ↓ルス,,virus,N,初級1,16,3
469,2289,おう吐,おうと,お↓うと,,vomiting,N,初級1,16,3
530,2307,起こす,おこす,おこ↓す,,to cause,V［1］,初級1,16,3
579,2302,汚染された,おせんされた,おせんされた○,,contaminated,,初級1,16,3
729,2295,貝,かい,か↓い,,shell,N,初級1,16,3
789,2303,カキ,カキ,カ↓キ,,oyster,N,初級1,16,3
894,2292,加熱（する）,かねつ（する）,かねつ（する）○,,(to) heat,N/V［3］,初級1,16,3
979,2296,感染する,かんせんする,かんせんする○,,to get infected,V［3］,初級1,16,3
1089,2299,急増,きゅうぞう,きゅうぞう○,,rapid increase,N,初級1,16,3
1258,2290,下痢,げり,げり○,,diarrhea,N,初級1,16,3
1259,2285,原因,げんいん,げんいん○,,cause,N,初級1,16,3
1278,2300,県内,けんない,け↓んない,,within the prefecture,N,初級1,16,3
1795,2310,十分（な）,じゅうぶん（な）,じゅうぶ↓ん（な）,,enough / sufficient,ナA,初級1,16,3
1796,2304,十分に,じゅうぶんに,じゅうぶ↓んに,,sufficiently,,初級1,16,3
1866,2286,症状,しょうじょう,しょうじょ↓う,,symptom,N,初級1,16,3
1908,2311,食事前,しょくじまえ,しょくじま↓え,,before meals,N,初級1,16,3
1910,2284,食中毒,しょくちゅうどく,しょくちゅ↓うどく,,food poisoning,N,初級1,16,3
2153,2312,前後,ぜんご,ぜ↓んご,,before and after,N,初級1,16,3
2468,2314,中心部,ちゅうしんぶ,ちゅうし↓んぶ,,the center,N,初級1,16,3
2483,2297,調理（する）,ちょうり（する）,ちょ↓うり（する）,,(to) cook,N/V［3］,初級1,16,3
2535,2306,つく　（ウイルスがつく）,つく　（ウイルスがつく）,つ↓く　（ウイ↓ルスが　つ↓く）,,to stick　(e.g. virus sticks),V［1］,初級1,16,3
2571,2291,手洗い,てあらい,てあ↓らい,,hand washing,N,初級1,16,3
2701,2308,どうしたら,どうしたら,ど↓うしたら,,how,,初級1,16,3
3126,2283,ノロウイルス,ノロウイルス,ノロウイ↓ルス,,norovirus,N,初級1,16,3
3235,2294,発生する,はっせいする,はっせいする○,,to occur,V［3］,初級1,16,3
3456,2293,増える,ふえる,ふえ↓る,,to spread,V［2］,初級1,16,3
3472,2288,腹痛,ふくつう,ふくつう○,,abdominal pain,N,初級1,16,3
3595,2309,ポイント,ポイント,ポイント○,,key point,N,初級1,16,3
4066,2298,予防する,よぼうする,よぼうする○,,to prevent,V［3］,初級1,16,3
4068,2287,予防法,よぼうほう,よぼうほう○,,prevention method,N,初級1,16,3
4231,2301,話題,わだい,わだい○,,topic,N,初級1,16,3
202,2323,痛み,いたみ,いたみ↓,,pain,N,初級1,16,4
320,2317,うがい,うがい,うがい○,,gargling,N,初級1,16,4
325,2333,受付中,うけつけちゅう,うけつけちゅう○,,currently accepting,N,初級1,16,4
329,2331,受ける,うける　,うけ↓る　,,to receive,V［2］,初級1,16,4
350,2315,うつす　,うつす　,うつ↓す　,,to pass on,V［1］,初級1,16,4
757,2328,外出先,がいしゅつさき,がいしゅつさき○,,outside,N,初級1,16,4
978,2322,関節痛,かんせつつう,かんせつつう○,,joint pain,N,初級1,16,4
1026,2329,帰宅する,きたくする,きたくする○,,to go home,V［3］,初級1,16,4
1062,2324,気持ち,きもち,きもち○,,feeling,N,初級1,16,4
1207,2334,クリニック,クリニック,クリ↓ニック,,clinic,N,初級1,16,4
1445,2326,こまめに,こまめに,こ↓まめに,,frequently,,初級1,16,4
1676,2327,しっかりと,しっかりと,しっか↓りと,,properly,,初級1,16,4
2156,2320,全身,ぜんしん,ぜんしん○,,whole body,N,初級1,16,4
2292,2325,大切（な）,たいせつ（な）,たいせつ（な）○,,important,ナA,初級1,16,4
2397,2321,だるさ,だるさ,だるさ○,,sense of fatigue,N,初級1,16,4
3238,2319,発熱,はつねつ,はつねつ○,,fever,N,初級1,16,4
3703,2316,マスク,マスク,マ↓スク,,mask,N,初級1,16,4
4067,2318,予防接種,よぼうせっしゅ,よぼうせ↓っしゅ,,vaccination,N,初級1,16,4
4072,2332,予約,よやく,よやく○,,booking,N,初級1,16,4
4120,2330,流行する,りゅうこうする,りゅうこうする○,,to be prevalent,V［3］,初級1,16,4
30,2335,上がる,あがる,あがる○,,to come in,V［1］,初級1,17,1
64,2340,足をくずす,あしをくずす,あし↓を　くず↓す,,to sit at ease,V［1］,初級1,17,1
70,2342,遊びに来る,あそびにくる,あそびにく↓る,,to come see me,V［3］,初級1,17,1
275,2344,いらっしゃい,いらっしゃい,いらっしゃ↓い,,Welcome. / Come in.,Exp,初級1,17,1
348,2336,うちの,うちの,うちの○,,my,,初級1,17,1
514,2337,奥さん,おくさん,お↓くさん,,wife,N,初級1,17,1
556,2350,おじゃましました,おじゃましました,おじゃましま↓した,,Sorry for having disturbed you.,Exp,初級1,17,1
557,2346,おじゃまします,おじゃまします,おじゃましま↓す,,Excuse me for disturbing you.,Exp,初級1,17,1
576,2347,お世話になっています,おせわになっています,おせ↓わにな↓っています,,Thank you for everything you do.,Exp,初級1,17,1
590,2339,お茶,おちゃ,おちゃ○,,Japanese tea,N,初級1,17,1
1397,2349,ごちそうさまでした,ごちそうさまでした,ごちそうさまで↓した,,Thank you for the meal.,Exp,初級1,17,1
1405,2348,こちらこそ,こちらこそ,こちらこ↓そ,,Same here.,Exp,初級1,17,1
1462,2343,ごめんください,ごめんください,ごめんくださ↓い,,Hello. / May I come in?,Exp,初級1,17,1
3831,2338,息子,むすこ,むすこ○,,son,N,初級1,17,1
4030,2345,ようこそ,ようこそ,よう↓こそ,,Welcome.,Exp,初級1,17,1
4099,2341,楽にする,らくにする,らく↓にする,,to make yourself at home,V［3］,初級1,17,1
420,2358,絵葉書,えはがき,えは↓がき,,picture postcard,N,初級1,17,2
665,2357,お守り,おまもり,おまもり○,,amulet,N,初級1,17,2
671,2351,お土産,おみやげ,おみやげ○,,souvenir,N,初級1,17,2
815,2373,かける　（壁にかける）,かける　（かべにかける）,かけ↓る　（かべにかけ↓る）,,to hang on　 (e.g. hang on a wall),V［2］,初級1,17,2
816,2376,かける,かける,かけ↓る,,to sprinkle,V［2］,初級1,17,2
826,2360,飾り,かざり,かざり○,,decoration,N,初級1,17,2
875,2354,カップ,カップ,カ↓ップ,,cup,N,初級1,17,2
899,2362,かばん,かばん,かばん○,,bag,N,初級1,17,2
906,2372,壁,かべ,かべ○,,wall,N,初級1,17,2
998,2371,カンボジア,カンボジア,カンボジア○,,Cambodia,N,初級1,17,2
1002,2355,キーホルダー,キーホルダー,キーホ↓ルダー,,key holder,N,初級1,17,2
1349,2352,コーヒー,コーヒー,コーヒ↓ー,,coffee,N,初級1,17,2
1459,2379,米／お米,こめ／おこめ,こめ↓／おこめ○,,rice,N,初級1,17,2
1731,2359,写真集,しゃしんしゅう,しゃし↓んしゅう,,photo album / collection,N,初級1,17,2
2081,2370,スラ―ソー,スラーソー,スラ↓ーソー,,sra sor (Cambodian alcohol),N,初級1,17,2
2267,2367,タイ,タイ,タ↓イ,,Thailand,N,初級1,17,2
2480,2353,調味料,ちょうみりょう,ちょうみ↓りょう,,seasoning,N,初級1,17,2
2563,2380,強い,つよい,つよ↓い,,strong,イA,初級1,17,2
2679,2377,～といいます,～といいます,～といいま↓す,,be called ～,,初級1,17,2
2730,2368,トゥロン,トゥロン,トゥ↓ロン,,turon (Filipino confectionery),N,初級1,17,2
2936,2366,ナンプラー,ナンプラー,ナ↓ンプラー,,nam pla (Thai seasoning),N,初級1,17,2
3042,2361,人形,にんぎょう,にんぎょう○,,doll,N,初級1,17,2
3070,2365,ネパール,ネパール,ネパ↓ール,,Nepal,N,初級1,17,2
3160,2374,入って来る,はいってくる,は↓いってく↓る,,to come in,V［3］,初級1,17,2
3232,2363,バッグ,バッグ,バ↓ッグ,,bag,N,初級1,17,2
3440,2369,フィリピン,フィリピン,フィ↓リピン,,the Philippines,N,初級1,17,2
3533,2378,プレゼント,プレゼント,プレ↓ゼント,,present,N,初級1,17,2
3578,2356,ペン,ペン,ペ↓ン,,pen,N,初級1,17,2
3751,2364,魔よけ,まよけ,まよけ○,,talisman,N,初級1,17,2
4242,2375,悪い,わるい,わる↓い,,bad / evil,イA,初級1,17,2
159,2392,いいでしょう？,いいでしょう？,い↓いでしょう？,,Isn't it nice?,Exp,初級1,17,3
270,2397,妹さん,いもうとさん,いもうとさん○,,(someone else's) younger sister,N,初級1,17,3
485,2384,お母さん,おかあさん,おか↓あさん,,(someone else's) mother,N,初級1,17,3
526,2398,お子さん,おこさん,おこさん○,,(someone else's) child,N,初級1,17,3
560,2388,おしゃれ（な）,おしゃれ（な）,おしゃ↓れ（な）,,stylish,ナA,初級1,17,3
612,2394,お父さん,おとうさん,おと↓うさん,,(someone else's) father,N,初級1,17,3
614,2396,弟さん,おとうとさん,おとうとさん○,,(someone else's) younger brother,N,初級1,17,3
642,2385,お兄さん,おにいさん,おに↓いさん,,(someone else's) elder brother,N,初級1,17,3
646,2395,お姉さん,おねえさん,おね↓えさん,,(someone else's) elder sister,N,初級1,17,3
1217,2390,くれる,くれる,くれる○,,to be given,V［2］,初級1,17,3
2041,2389,すてき（な）,すてき（な）,すてき（な）○,,nice　,ナA,初級1,17,3
2407,2386,誕生日,たんじょうび,たんじょ↓うび,,birthday,N,初級1,17,3
3275,2393,バリ,バリ,バ↓リ,,Bali,N,初級1,17,3
3317,2381,ピアス,ピアス,ピ↓アス,,earrings,N,初級1,17,3
3605,2383,帽子,ぼうし,ぼうし○,,hat / cap,N,初級1,17,3
3696,2382,マグカップ,マグカップ,マグカ↓ップ,,mug,N,初級1,17,3
3832,2399,息子さん,むすこさん,むすこさん○,,(someone else's) son,N,初級1,17,3
3834,2400,娘さん,むすめさん,むすめさん○,,(someone else's) daughter,N,初級1,17,3
3929,2387,もらう,もらう,もらう○,,to receive,V［1］,初級1,17,3
4131,2391,両親,りょうしん,りょ↓うしん,,parents,N,初級1,17,3
558,2402,おじゃまする,おじゃまする,おじゃまする○,,to visit,V［3］,初級1,17,4
586,2401,お宅,おたく,おたく○,,home　,N,初級1,17,4
1227,2403,経験,けいけん,けいけん○,,experience,N,初級1,17,4
4077,2404,よろしくお伝えください,よろしくおつたえください,よろしくおつたえくださ↓い,,Please say hello.,Exp,初級1,17,4
11,2416,相手,あいて,あいて↓,,spouse,N,初級1,18,1
47,2420,あげる,あげる,あげる○,,to give,V［2］,初級1,18,1
358,2407,生まれる,うまれる,うまれる○,,to be born,V［2］,初級1,18,1
371,2415,うれしい,うれしい,うれし↓い,,glad,イA,初級1,18,1
462,2417,お祝い,おいわい,おいわい○,,gift,N,初級1,18,1
547,2423,お幸せに,おしあわせに,おしあわせに○,,Wish you all the happiness.,Exp,初級1,18,1
617,2409,男の子,おとこのこ,おとこ↓のこ,,boy,N,初級1,18,1
675,2422,おめでとう（ございます）,おめでとう（ございます）,おめでとう（ございま↓す）,,Congratulations.,Exp,初級1,18,1
722,2410,女の子,おんなのこ,おんな↓のこ,,girl,N,初級1,18,1
963,2412,考える,かんがえる,かんが↓える,,to think,V［2］,初級1,18,1
1037,2419,きっと,きっと,きっと○,,surely,,初級1,18,1
1061,2411,決める,きめる,きめる○,,to decide,V［2］,初級1,18,1
1252,2405,結婚（する）,けっこん（する）,けっこん（する）○,,(to) marry,N/V［3］,初級1,18,1
1301,2408,合格（する）,ごうかく（する）,ごうかく（する）○,,(to) pass,N/V［3］,初級1,18,1
1366,2413,ご結婚,ごけっこん,ごけっこん○,,(your) marriage,N,初級1,18,1
1398,2418,ごちそうする,ごちそうする,ごちそうする○,,to treat a meal,V［3］,初級1,18,1
1625,2424,JLPT,ジェーエルピーティー,ジェーエルピーティ↓ー,,JLPT (Japanese-Language Proficiency Test),N,初級1,18,1
1818,2406,出産,しゅっさん,しゅっさん○,,childbirth,N,初級1,18,1
2367,2421,楽しみですね,たのしみですね,たのし↓みで↓すね,,That sounds exciting.,Exp,初級1,18,1
4235,2414,私たち,わたしたち,わたし↓たち,,we,N,初級1,18,1
38,2428,アクセサリー,アクセサリー,ア↓クセサリー／アクセ↓サリー,,accessory,N,初級1,18,2
427,2444,選ぶ,えらぶ,えら↓ぶ,,to choose,V［1］,初級1,18,2
677,2437,思い出,おもいで,おもいで○,,memories,N,初級1,18,2
678,2439,思う,おもう,おも↓う,,to think,V［1］,初級1,18,2
1016,2432,帰国（する）,きこく（する）,きこく（する）○,,(to) return to one's country,N/V［3］,初級1,18,2
1052,2431,ギフトカード,ギフトカード,ギフトカ↓ード,,gift card,N,初級1,18,2
1235,2430,ケーキ,ケーキ,ケ↓ーキ,,cake,N,初級1,18,2
1576,2433,さびしい,さびしい,さびし↓い,,be missed,イA,初級1,18,2
1590,2441,参加者,さんかしゃ,さんか↓しゃ,,participants,N,初級1,18,2
2212,2434,送別会,そうべつかい,そうべつかい○／そうべつ↓かい,,farewell party,N,初級1,18,2
2254,2442,それなら,それなら,それな↓ら,,if so,,初級1,18,2
2609,2443,デジタルフォトフレーム,デジタルフォトフレーム,デジタルフォトフレ↓ーム,,digital photo frame,N,初級1,18,2
2749,2426,時計,とけい,とけい○,,watch,N,初級1,18,2
3057,2427,ネクタイ,ネクタイ,ネ↓クタイ,,necktie,N,初級1,18,2
3092,2438,残る,のこる,のこ↓る,,to stay,V［1］,初級1,18,2
3290,2429,ハンカチ,ハンカチ,ハンカチ○／ハンカ↓チ,,handkerchief,N,初級1,18,2
3462,2425,フォトフレーム,フォトフレーム,フォトフレ↓ーム,,photo frame,N,初級1,18,2
4051,2440,予算,よさん,よさん○／よ↓さん,,budget,N,初級1,18,2
4064,2435,呼ぶ,よぶ,よぶ○,,to call,V［1］,初級1,18,2
4073,2436,予約する,よやくする,よやくする○,,to make a reservation,V［3］,初級1,18,2
3,2446,あいさつ,あいさつ,あ↓いさつ,,speech,N,初級1,18,3
522,2453,お元気で,おげんきで,おげ↓んきで,,Take care.,Exp,初級1,18,3
577,2455,お世話になりました,おせわになりました,おせ↓わになりま↓した,,Thank you for everything you have done for me.,Exp,初級1,18,3
829,2450,飾る,かざる,かざる○,,to display,V［1］,初級1,18,3
991,2454,乾杯,かんぱい,かんぱい○,,Cheers.,Exp,初級1,18,3
1263,2456,元気でいてください,げんきでいてください,げ↓んきでいてくださ↓い,,Please take care of yourself.,Exp,初級1,18,3
2251,2445,それでは,それでは,それで↓は,,now,,初級1,18,3
2294,2449,大切にする,たいせつにする,たいせつにする○,,to take good care,V［3］,初級1,18,3
2804,2448,友だちができる,ともだちができる,ともだちができ↓る,,to make friends,V［2］,初級1,18,3
3090,2451,～のこと　（私のこと）,～のこと　（わたしのこと）,～のこと↓　（わたしのこと↓）,,about ～　(e.g. about me),,初級1,18,3
3189,2447,はじめ,はじめ,はじめ○,,at first,N,初級1,18,3
4230,2452,忘れる,わすれる,わすれる○,,to forget,V［2］,初級1,18,3
76,2463,あたたかい,あたたかい,あたたか↓い,,warm / kind,イA,初級1,18,4
340,2460,歌う,うたう,うたう○,,to sing,V［1］,初級1,18,4
630,2461,踊る,おどる,おどる○,,to dance,V［1］,初級1,18,4
934,2464,カラオケ,カラオケ,カラオケ○,,karaoke,N,初級1,18,4
1508,2462,サービス,サービス,サ↓ービス,,service,N,初級1,18,4
1618,2465,幸せ（な）,しあわせ（な）,しあわせ（な）○,,happy,ナA,初級1,18,4
2042,2466,素敵（な）,すてき（な）,すてき（な）○,,wonderful,ナA,初級1,18,4
2272,2459,～代　（30代）,～だい　（さんじゅうだい）,～だい　（さんじゅ↓うだい）,,～ s　(e.g. 30s),,初級1,18,4
2719,2458,とうとう,とうとう,と↓うとう,,finally,,初級1,18,4
3704,2467,～ますように,～ますように,～ま↓すよ↓うに,,I hope ～. (used when expressing a wish),Exp,初級1,18,4
3860,2457,メッセージ,メッセージ,メ↓ッセージ,,message,N,初級1,18,4
246,2469,いつまでも,いつまでも,い↓つまでも,,for many years to come,,初級1,18,5
252,2472,いなくなる,いなくなる,いなくな↓る,,to leave,V［1］,初級1,18,5
877,2475,活躍,かつやく,かつやく○,,success,N,初級1,18,5
878,2468,家庭,かてい,かてい○,,home / household,N,初級1,18,5
992,2473,がんばってください,がんばってください,がんば↓ってくださ↓い,,Good luck.,Exp,初級1,18,5
1020,2470,築く,きずく,きず↓く,,to create / to build,V［1］,初級1,18,5
1025,2476,期待する,きたいする,きたいする○,,to expect / to hope for,V［3］,初級1,18,5
1476,2474,これまで,これまで,これま↓で,,up until now,,初級1,18,5
1994,2471,末永く,すえながく,すえな↓がく,,forever,,初級1,18,5
223,2479,いちばん,いちばん,いちばん○,,the most (superlative),N,初級2,1,1
243,2487,いつでも,いつでも,い↓つでも／いつでも○,,anytime,,初級2,1,1
290,2484,いろいろ（な）,いろいろ（な）,いろいろ（な）○,,various,ナA,初級2,1,1
1820,2481,～出身　（中国出身）,～しゅっしん　（ちゅうごくしゅっしん）,～しゅっしん　（ちゅ↓うごくしゅっしん）,,from ～　(e.g. from China),N,初級2,1,1
1827,2477,主任,しゅにん,しゅにん○,,chief,N,初級2,1,1
2090,2483,生活,せいかつ,せいかつ○,,life,N,初級2,1,1
2416,2488,担当,たんとう,たんとう○,,in charge,N,初級2,1,1
2615,2482,手続き,てつづき,てつ↓づき,,procedure,N,初級2,1,1
2628,2486,～でよかったら　（私でよかったら）,～でよかったら　（わたしでよかったら）,～でよ↓かったら　（わたしでよ↓かったら）,,if ～ is okay / acceptable　(e.g. if you're okay with me),,初級2,1,1
2861,2480,長い,ながい,なが↓い,,long,イA,初級2,1,1
2929,2485,何でも,なんでも,なんでも○／な↓んでも,,anything,,初級2,1,1
3138,2478,パート,パート,パート○／パ↓ート,,part-time worker,N,初級2,1,1
235,2491,一生懸命,いっしょうけんめい,いっしょうけ↓んめい,,as hard as one can,,初級2,1,2
993,2494,がんばります,がんばります,がんばりま↓す,,I will do my best.,Exp,初級2,1,2
994,2492,がんばる,がんばる,がんば↓る,,to work hard,V［1］,初級2,1,2
1626,2493,J-POP,ジェーポップ,ジェーポ↓ップ,,Japanese pop music,N,初級2,1,2
3264,2495,Perfume,パフューム,パ↓フューム,,Perfume (a three-girl techno-pop group),N,初級2,1,2
3881,2489,申す,もうす,も↓うす,,to be called,V［1］,初級2,1,2
4065,2490,呼ぶ,よぶ,よぶ○,,to call / to address,V［1］,初級2,1,2
319,2523,ウォノソボ,ウォノソボ,ウォノソボ○,,Wonosobo,N,初級2,1,3
366,2521,ウランバートル,ウランバートル,ウランバ↓ートル,,Ulaanbaatar ,N,初級2,1,3
481,2516,大勢,おおぜい,おおぜい○,,many,N,初級2,1,3
